Account,SystemC (20%),Verilog (60%),Error_Message,01_RTL,02_SYN,03_GATE,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS111,PASS,PASS,No_Error,O,O,O,20,30.0,47250.101035,2024/05/13,22:58:10
