Account,Demo_Result,Error_Message,01_RTL,02_SYN,03_GATE,Performance,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS111,PASS,No_Error,O,O,O,O,7.8,18000.0,243728.150952,2024/04/28,04:08:37
