Account,Demo_Result,Error_Message,01_RTL,02_SYN,03_GATE,Performance,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS111,FAIL,Performance FAIL,O,O,O,X,7.7,18000.0,273607.488612,2024/04/28,04:29:51
